vx,wabs,obstacle,align,follow,angle,fwd,twirl
0.0231159,0.19405,0,23.8194,14.5878,0.466456,0,0.11643
0.0168206,0.217039,0,23.7774,14.6827,0.370117,0,0.130223
0.0119808,0.222682,0,23.8603,14.7869,0.751298,0,0.133609
0.0295387,0.192717,0,23.5005,14.4519,0.250519,0,0.11563
0.00931317,0.201485,0,23.9392,14.8237,0.360526,0,0.120891
0.0226416,0.198574,0,23.6808,14.5679,0.0243802,0,0.119145
0.0148935,0.160094,0,23.8974,14.7238,0.29407,0,0.0960563
0.0185658,0.227502,0,23.7535,14.6589,0.692497,0,0.136501
0.0227302,0.182991,0,23.6452,14.5665,0.086472,0,0.109795
0.0118548,0.198288,0,23.9384,14.7981,0.637121,0,0.118973
0.0220529,0.174495,0,23.6254,14.581,0.269988,0,0.104697
0.0183545,0.241458,0,23.9005,14.6639,0.0594802,0,0.144875
0.0221047,0.191596,0,23.658,14.5853,0.541944,0,0.114957
0.0178611,0.246182,0,23.8003,14.6616,0.504713,0,0.147709
0.0208761,0.182108,0,23.7049,14.6043,0.3995,0,0.109265
0.021875,0.209284,0,23.7277,14.5953,0.717197,0,0.125571
0.0209539,0.214365,0,23.8136,14.6188,0.341045,0,0.128619
0.0164466,0.167232,0,23.7544,14.6899,0.26466,0,0.100339
0.0194988,0.166514,0,23.817,14.6363,0.404951,0,0.0999081
0.0295166,0.212762,0,23.7037,14.4377,0.128572,0,0.127657
0.0263207,0.192307,0,23.6065,14.5026,0.380218,0,0.115384
0.0119612,0.217314,0,23.8867,14.794,0.660605,0,0.130388
0.0178273,0.196778,0,23.8718,14.6933,0.620516,0,0.118067
0.0354841,0.220511,0,23.5016,14.3193,0.0144048,0,0.132307
0.0154765,0.234682,0,23.8258,14.7227,0.35166,0,0.140809
0.0213263,0.240621,0,23.6936,14.5983,0.472152,0,0.144372
0.0321182,0.185313,0,23.508,14.394,0.364932,0,0.111188
0.010939,0.233231,0,23.9158,14.7912,0.0674243,0,0.139939
0.0187715,0.205956,0,23.6555,14.6712,0.795596,0,0.123574
0.0126855,0.170994,0,23.9179,14.7685,0.617475,0,0.102597
0.0142641,0.221056,0,23.8735,14.7327,0.431012,0,0.132634
0.0153075,0.21791,0,23.8221,14.7232,0.832263,0,0.130746
0.0229373,0.18684,0,23.5816,14.5675,0.435725,0,0.112104
0.0246299,0.170657,0,23.679,14.5343,0.538461,0,0.102394
0.0216334,0.208179,0,23.72,14.6026,0.368187,0,0.124907
0.0097534,0.153937,0,23.972,14.8179,0.372587,0,0.0923623
0.0166645,0.208126,0,23.7846,14.7141,0.743593,0,0.124876
0.0334235,0.141377,0,23.4846,14.3849,0.429265,0,0.0848262
0.0275262,0.191296,0,23.6339,14.4907,0.264113,0,0.114778
0.0179687,0.179963,0,23.8134,14.6595,0.201829,0,0.107978
0.029301,0.144195,0,23.7224,14.4453,0.34753,0,0.0865167
0.0158506,0.168905,0,23.756,14.7078,0.576525,0,0.101343
0.0157253,0.187351,0,23.8073,14.7032,0.323053,0,0.11241
0.0190535,0.18368,0,23.7294,14.6574,0.588027,0,0.110208
0.0132813,0.183373,0,23.822,14.7592,0.487312,0,0.110024
0.0201593,0.18293,0,23.789,14.6276,0.491762,0,0.109758
0.0250864,0.214875,0,23.5978,14.5326,0.606461,0,0.128925
0.0320949,0.184575,0,23.4427,14.3977,0.305406,0,0.110745
0.0212199,0.180045,0,23.6543,14.6005,0.383224,0,0.108027
0.0145188,0.195295,0,23.7801,14.7323,0.651483,0,0.117177
0.0126844,0.253726,0,23.8697,14.7955,0.803907,0,0.152236
0.0117257,0.189788,0,23.927,14.7756,0.0224209,0,0.113873
0.0286319,0.150015,0,23.4635,14.4669,0.35107,0,0.090009
0.0154127,0.185271,0,23.8024,14.7245,0.621705,0,0.111163
0.0313722,0.149553,0,23.5039,14.4361,0.548471,0,0.0897319
0.0258297,0.221756,0,23.6099,14.5276,0.432872,0,0.133054
0.0170044,0.183998,0,23.8013,14.6866,0.334551,0,0.110399
0.027467,0.166569,0,23.7525,14.4872,0.671426,0,0.0999413
0.0211909,0.182871,0,23.7911,14.6055,0.628218,0,0.109723
0.0267035,0.199324,0,23.5838,14.4903,0.145876,0,0.119594
0.0168094,0.247294,0,23.8816,14.6852,0.128175,0,0.148376
0.00962191,0.198304,0,23.9478,14.8165,0.210925,0,0.118983
0.0134415,0.232839,0,23.9278,14.7515,0.249897,0,0.139704
0.0123823,0.192285,0,23.8438,14.7677,0.638096,0,0.115371
0.0126264,0.194846,0,23.9383,14.7581,0.0964642,0,0.116907
0.0164062,0.25032,0,23.8018,14.7188,0.432905,0,0.150192
0.0242187,0.207078,0,23.6489,14.5624,0.274305,0,0.124247
0.0267622,0.163007,0,23.6941,14.5003,0.332919,0,0.0978045
0.0195825,0.232367,0,23.7391,14.6258,0.328726,0,0.13942
0.0182973,0.178777,0,23.6991,14.6514,0.22302,0,0.107266
0.0236635,0.210999,0,23.8032,14.5511,0.312596,0,0.1266
0.0164686,0.189875,0,23.7982,14.6852,0.0267887,0,0.113925
0.0156176,0.232058,0,23.8291,14.7038,0.331904,0,0.139235
0.0207041,0.237059,0,23.7326,14.6401,0.471272,0,0.142235
0.0132812,0.263162,0,23.8625,14.7585,0.822894,0,0.157897
