world,seed,controller,success,collision,ttg,goal_err,path_len,min_clear,min_dyn_clear,min_dyn_clear_any,rms_dv,vmax,note
gap,11,comppi_iid_l003,True,False,23.16,0.22,7.55,0.25,,,0.0332,0.4,RESULT: SUCCESS (status=4)
gap,12,comppi_iid_nolimit,True,False,27.66,0.243,7.51,0.25,,,0.0163,0.32,RESULT: SUCCESS (status=4)
gap,12,comppi_iid_amax1,True,False,23.96,0.248,7.51,0.25,,,0.01,0.355,RESULT: SUCCESS (status=4)
gap,12,comppi_iid_symacc,True,False,22.16,0.232,7.52,0.25,,,0.0127,0.385,RESULT: SUCCESS (status=4)
gap,12,comppi_iid_l010,True,False,26.76,0.234,7.54,0.224,,,0.0261,0.398,RESULT: SUCCESS (status=4)
gap,12,comppi_iid_l003,True,False,25.56,0.228,7.54,0.25,,,0.0337,0.4,RESULT: SUCCESS (status=4)
gap,13,comppi_iid_nolimit,True,False,29.28,0.247,7.91,0.255,,,0.0166,0.316,RESULT: SUCCESS (status=4)
gap,13,comppi_iid_amax1,True,False,25.06,0.248,7.9,0.25,,,0.0107,0.351,RESULT: SUCCESS (status=4)
gap,13,comppi_iid_symacc,True,False,23.46,0.231,7.93,0.255,,,0.0116,0.384,RESULT: SUCCESS (status=4)
gap,13,comppi_iid_l010,True,False,28.76,0.242,7.92,0.25,,,0.0234,0.4,RESULT: SUCCESS (status=4)
gap,13,comppi_iid_l003,True,False,27.36,0.243,7.98,0.25,,,0.0323,0.4,RESULT: SUCCESS (status=4)
gap,14,comppi_iid_nolimit,True,False,28.48,0.24,7.68,0.25,,,0.0178,0.321,RESULT: SUCCESS (status=4)
gap,14,comppi_iid_amax1,True,False,24.26,0.244,7.68,0.25,,,0.0099,0.355,RESULT: SUCCESS (status=4)
gap,14,comppi_iid_symacc,True,False,22.76,0.232,7.69,0.25,,,0.0119,0.383,RESULT: SUCCESS (status=4)
gap,14,comppi_iid_l010,True,False,26.26,0.231,7.73,0.25,,,0.0258,0.4,RESULT: SUCCESS (status=4)
gap,14,comppi_iid_l003,True,False,25.36,0.235,7.75,0.292,,,0.0287,0.4,RESULT: SUCCESS (status=4)
blocked,0,comppi_iid_nolimit,True,False,31.16,0.245,7.76,0.25,,,0.0345,0.4,RESULT: SUCCESS (status=4)
blocked,0,comppi_iid_amax1,True,False,31.96,0.249,7.92,0.224,,,0.0135,0.392,RESULT: SUCCESS (status=4)
